FileName,Confidence,TapEmotion,NewTarget,BoundingBoxWidth,BoundingBoxHeight,BoundingBoxLeft,BoundingBoxTop,AgeRangeLow,AgeRangeHigh,SmileConfidence,EyeglassesConfidence,SunglassesConfidence,GenderConfidence,BeardConfidence,MustacheConfidence,EyesOpenConfidence,MouthOpenConfidence,eyeLeftX,eyeLeftY,eyeRightX,eyeRightY,mouthLeftX,mouthLeftY,mouthRightX,mouthRightY,noseX,noseY,leftEyeBrowLeftX,leftEyeBrowLeftY,leftEyeBrowRightX,leftEyeBrowRightY,leftEyeBrowUpX,leftEyeBrowUpY,rightEyeBrowLeftX,rightEyeBrowLeftY,rightEyeBrowRightX,rightEyeBrowRightY,rightEyeBrowupX,rightEyeBrowupY,leftEyeLeftX,leftEyeLeftY,leftEyeRightX,leftEyeRightY,leftEyeUpX,leftEyeUpY,leftEyeDownX,leftEyeDownY,rightEyeLeftX,rightEyeLeftY,rightEyeRightX,rightEyeRightY,rightEyeUpX,rightEyeUpY,rightEyeDownX,rightEyeDownY,noseLeftX,noseLeftY,noseRightX,noseRightY,mouthUpX,mouthUpY,mouthDownX,mouthDownY,leftPupilX,leftPupilY,rightPupilX,rightPupilY,upperJawlineLeftX,upperJawlineLeftY,midJawlineLeftX,midJawlineLeftY,chinBottomX,chinBottomY,midJawlineRightX,midJawlineRightY,upperJawlineRightX,upperJawlineRightY,PoseRoll,PoseYaw,PosePitch,QualityBrightness,QualitySharpness,SmileValue_ False,SmileValue_ True,EyeglassesValue_ False,EyeglassesValue_ True,SunglassesValue_ False,SunglassesValue_ True,GenderValue_ 'Female',GenderValue_ 'Male',BeardValue_ False,BeardValue_ True,MustacheValue_ False,EyesOpenValue_ False,EyesOpenValue_ True,MouthOpenValue_ False,MouthOpenValue_ True
user_31/IMG_20210922_202150.jpg,99.9998245239258,Relaxed,0,0.4100590646266937,0.4509113729000091,0.2484005987644195,0.4875948429107666,28,38,96.84817504882812,94.49683380126952,85.19589233398438,99.98925018310548,71.06312561035156,75.97913360595703,99.43115234375,79.02547454833984,0.3580380082130432,0.6608885526657104,0.5396561622619629,0.647680401802063,0.3905376195907593,0.821610689163208,0.5408980250358582,0.8105248212814331,0.4552132487297058,0.7133365273475647,0.2859895527362823,0.638123095035553,0.3888789415359497,0.6012138724327087,0.3352407813072204,0.6015411019325256,0.494141936302185,0.5936231017112732,0.6035451292991638,0.6151687502861023,0.5470069646835327,0.5863246917724609,0.3254806995391845,0.6659508943557739,0.3938036561012268,0.6598578095436096,0.3561114966869354,0.651431679725647,0.3593356013298034,0.667769193649292,0.5037288665771484,0.6518965363502502,0.5720855593681335,0.648069441318512,0.5388769507408142,0.6381667852401733,0.5393611192703247,0.6546887159347534,0.4238622784614563,0.7493138909339905,0.4916768670082092,0.7444563508033752,0.4616678953170776,0.782640278339386,0.4671981334686279,0.8346331119537354,0.3580380082130432,0.6608885526657104,0.5396561622619629,0.647680401802063,0.2518379390239715,0.712762713432312,0.3075372576713562,0.8771758675575256,0.4773914515972137,0.9286946654319764,0.6332431435585022,0.8540721535682678,0.652327835559845,0.6840611100196838,-6.408581733703613,-0.7887105345726013,18.00237274169922,84.54174041748047,95.51618957519533,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
user_31/IMG_20210922_202151.jpg,99.9998474121094,Relaxed,0,0.4219636619091034,0.4523215293884277,0.156976506114006,0.5008981227874756,26,36,96.49402618408205,91.55350494384766,89.71932220458984,99.98809814453124,63.76470184326172,76.99308776855469,99.17898559570312,80.03252410888672,0.2707615792751312,0.6679302453994751,0.4581409096717834,0.6515727639198303,0.3099621534347534,0.8262580633163452,0.4654327630996704,0.8126047849655151,0.3774779736995697,0.7171767354011536,0.1941861063241958,0.6471798419952393,0.3022453784942627,0.607876718044281,0.2461891621351242,0.6093523502349854,0.4104678034782409,0.5984613299369812,0.5208650231361389,0.6185698509216309,0.4638416767120361,0.5904135704040527,0.2368465363979339,0.6737028956413269,0.3076720535755157,0.6663286089897156,0.2687402367591858,0.6585683822631836,0.2723815441131592,0.6748108267784119,0.4210007190704345,0.6564509868621826,0.4909272491931915,0.6514795422554016,0.4571276605129242,0.642115592956543,0.4579488039016723,0.6585699915885925,0.3436036109924316,0.7544032335281372,0.4132343530654907,0.7483174800872803,0.3840879201889038,0.7866576313972473,0.3908982276916504,0.8384308218955994,0.2707615792751312,0.6679302453994751,0.4581409096717834,0.6515727639198303,0.1566857546567917,0.7229399085044861,0.2208131402730941,0.8853922486305237,0.4026516675949096,0.9322773814201356,0.5546126961708069,0.8562657833099365,0.5678308010101318,0.6870065331459045,-6.9929022789001465,0.9592035412788392,18.147315979003903,82.76065063476562,98.08562469482422,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
user_31/IMG_20210922_230930.jpg,99.9999542236328,Relaxed,0,0.5180371999740601,0.4305832982063293,0.2203851342201233,0.5729768872261047,25,35,92.33482360839844,89.73800659179688,84.71968841552734,99.96192169189452,56.37870407104492,83.6419448852539,97.49674224853516,77.85499572753906,0.3480189144611358,0.8024478554725647,0.5872836709022522,0.7749652862548828,0.4073758423328399,1.0067428350448608,0.6055690050125122,0.9833452105522156,0.4715845882892608,0.8769021034240723,0.2585688829421997,0.770634114742279,0.3815694749355316,0.7276167869567871,0.3131452202796936,0.7284855246543884,0.519382655620575,0.7116182446479797,0.6758462190628052,0.7232828736305237,0.5907737016677856,0.6967170238494873,0.307846188545227,0.8087829947471619,0.3965793550014496,0.7984819412231445,0.3446673154830932,0.790855348110199,0.3514979183673858,0.810804545879364,0.541239321231842,0.781938910484314,0.6323592662811279,0.7716526389122009,0.5851022005081177,0.7632158994674683,0.5884690284729004,0.783613383769989,0.442766934633255,0.9159873127937316,0.5317321419715881,0.9058800339698792,0.4949113428592682,0.9577029943466188,0.5097811222076416,1.0219237804412842,0.3480189144611358,0.8024478554725647,0.5872836709022522,0.7749652862548828,0.2368880659341812,0.8515792489051819,0.3240619897842407,1.0623916387557983,0.5380704402923584,1.136397361755371,0.7517631649971008,1.0152709484100342,0.7626810073852539,0.7926760911941528,-6.192383289337158,-1.7872214317321775,8.903035163879395,42.43160629272461,97.45164489746094,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
user_31/IMG_20210923_182647.jpg,99.9999771118164,Relaxed,0,0.4577633738517761,0.4578040242195129,0.3070190250873565,0.5506169199943542,27,37,98.1336441040039,95.66844940185548,92.07640075683594,98.77743530273438,55.222110748291016,83.7922134399414,99.65625,89.73564147949219,0.4281389713287353,0.7472096681594849,0.6324542164802551,0.7476557493209839,0.4436219930648803,0.9282979369163512,0.6127408146858215,0.9282758831977844,0.5257055163383484,0.8266246318817139,0.3535040020942688,0.7104588747024536,0.4696598649024963,0.6878896355628967,0.4107133150100708,0.6813111305236816,0.5877238512039185,0.6880267858505249,0.7107774019241333,0.7113162875175476,0.6485228538513184,0.6817892789840698,0.3918949365615845,0.7483025193214417,0.468570202589035,0.7487341165542603,0.4271807670593261,0.7371823787689209,0.4289600253105163,0.7547911405563354,0.5921908020973206,0.7490271925926208,0.6693668961524963,0.7489101886749268,0.6327120661735535,0.7375906705856323,0.6315370798110962,0.7552030682563782,0.4892013967037201,0.8552760481834412,0.5654780268669128,0.8554340600967407,0.5266560912132263,0.8964739441871643,0.5269426107406616,0.9524114727973938,0.4281389713287353,0.7472096681594849,0.6324542164802551,0.7476557493209839,0.3115217387676239,0.7741443514823914,0.3507849276065826,0.963611662387848,0.5279542803764343,1.0515745878219604,0.7175419330596924,0.9650064706802368,0.7620751857757568,0.7755035161972046,-0.4350971281528473,0.1617066115140915,9.09341049194336,79.95252990722656,98.564208984375,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
user_31/IMG_20210923_182648.jpg,99.999870300293,Relaxed,0,0.4480935037136078,0.4031361043453216,0.293512761592865,0.6027531623840332,27,37,96.38611602783205,97.8394775390625,97.22125244140624,98.8490753173828,67.45792388916016,89.0221939086914,99.80550384521484,84.12362670898438,0.4037310779094696,0.8072646260261536,0.6078200340270996,0.8069612383842468,0.4211929142475128,0.9837401509284972,0.5901459455490112,0.9828811883926392,0.5014575719833374,0.8916751146316528,0.33136647939682,0.7679103016853333,0.4455528557300567,0.7512765526771545,0.3870692551136017,0.7435706853866577,0.5630612373352051,0.7508946657180786,0.6878947615623474,0.7675727009773254,0.6239823698997498,0.743154764175415,0.3681768178939819,0.8073243498802185,0.4447601735591888,0.8082811832427979,0.4029882848262787,0.7977690100669861,0.4051894247531891,0.8144638538360596,0.5681943297386169,0.8081375956535339,0.645195722579956,0.8069033026695251,0.6081451177597046,0.7973880767822266,0.6074687242507935,0.8141027092933655,0.4669391512870788,0.9147943258285522,0.5429530143737793,0.9146580696105956,0.5045487284660339,0.9555216431617736,0.5058844089508057,1.008843183517456,0.4037310779094696,0.8072646260261536,0.6078200340270996,0.8069612383842468,0.2927920818328857,0.8205814957618713,0.3331815600395202,1.0071972608566284,0.5085621476173401,1.1024218797683716,0.6989873647689819,1.0077379941940308,0.742165207862854,0.8206462860107422,-1.3305857181549072,0.3830150365829468,7.021035671234131,75.03406524658203,92.22801208496094,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
user_31/IMG_20210924_144723.jpg,99.9997482299805,Relaxed,0,0.4755456745624542,0.4668933451175689,0.2605760097503662,0.4812376499176025,27,37,80.28065490722656,98.3355712890625,92.25059509277344,99.91241455078124,71.4910659790039,83.83975219726562,99.72600555419922,73.96620178222656,0.3649027645587921,0.66802978515625,0.5662903785705566,0.6279224157333374,0.4318384230136871,0.8299739956855774,0.5988360047340393,0.7965198159217834,0.4718355536460876,0.6995431184768677,0.2853005230426788,0.6568929553031921,0.3842710554599762,0.5977153182029724,0.3267785012722015,0.6072075366973877,0.5002390742301941,0.5747259259223938,0.635409414768219,0.5876297354698181,0.5599907636642456,0.5611261129379272,0.3314348459243774,0.6789153218269348,0.4051833152770996,0.661700963973999,0.3605569899082184,0.657854437828064,0.3680483996868133,0.6748446226119995,0.5268896818161011,0.6375148892402649,0.6040834784507751,0.6248312592506409,0.5627977848052979,0.6176474094390869,0.5672097206115723,0.6352773308753967,0.4523124098777771,0.7472198605537415,0.5267478227615356,0.7326277494430542,0.4997363090515136,0.775826096534729,0.5180124044418335,0.8306662440299988,0.3649027645587921,0.66802978515625,0.5662903785705566,0.6279224157333374,0.2772389352321625,0.7493753433227539,0.3704187870025635,0.9121970534324646,0.5537222027778625,0.9318421483039856,0.7272106409072876,0.8426918983459473,0.717388927936554,0.6628502011299133,-14.836917877197266,-2.886913061141968,20.868309020996094,87.72272491455078,94.08262634277344,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
user_31/IMG_20210924_144724.jpg,99.9998779296875,Relaxed,0,0.466546893119812,0.4747762382030487,0.183589220046997,0.436562180519104,27,37,85.1384048461914,98.33026885986328,90.28421783447266,99.96681213378906,74.90253448486328,78.96186828613281,99.66622924804688,76.32011413574219,0.2791803181171417,0.633867621421814,0.4796642661094665,0.5895301699638367,0.3515039682388305,0.7930715680122375,0.5177114605903625,0.756050705909729,0.3886943459510803,0.6645292043685913,0.1987081170082092,0.6235855221748352,0.2968710958957672,0.5639538168907166,0.2393527776002884,0.5742992162704468,0.4122449457645416,0.5385498404502869,0.5473124980926514,0.5470076203346252,0.4714226424694061,0.5233666896820068,0.2458701580762863,0.6451115012168884,0.3193652033805847,0.626575231552124,0.2745911777019501,0.6238908767700195,0.2825925052165985,0.6404911875724792,0.440532922744751,0.5998352766036987,0.5172948837280273,0.5853073596954346,0.475917786359787,0.5794386863708496,0.4808723628520965,0.596736490726471,0.370026558637619,0.7110269069671631,0.4440903961658478,0.6948805451393127,0.4185729026794433,0.7385621666908264,0.4385448098182678,0.7923018336296082,0.2791803181171417,0.633867621421814,0.4796642661094665,0.5895301699638367,0.1922151148319244,0.7132658958435059,0.2912323772907257,0.8734238147735596,0.4771082699298858,0.8912581205368042,0.6463423371315002,0.7965491414070129,0.630391001701355,0.6176110506057739,-16.686620712280273,-3.035699844360352,21.04155158996582,65.61133575439453,97.45164489746094,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
user_31/IMG_20210924_180911.jpg,99.9962921142578,Relaxed,0,0.8216113448143005,0.5431135296821594,0.1548584699630737,0.4206211268901825,34,42,98.30675506591795,91.79397583007812,97.31238555908205,99.94889831542967,64.1791763305664,71.68655395507812,73.23907470703125,91.26985168457033,0.4842510223388672,0.6558519005775452,0.803376317024231,0.7443475127220154,0.3894836604595184,0.91317480802536,0.65453040599823,0.9858404397964478,0.6080819964408875,0.8234691619873047,0.3847545981407165,0.5650294423103333,0.5975103974342346,0.59513258934021,0.5062243938446045,0.5576513409614563,0.780210554599762,0.6457244157791138,0.9404389262199402,0.7186663746833801,0.8745217323303223,0.6596890091896057,0.4242899715900421,0.6395646929740906,0.5463148355484009,0.6746641993522644,0.4908773601055145,0.6421812772750854,0.4806490838527679,0.6665323376655579,0.7391719818115234,0.728161633014679,0.8566871881484985,0.7591838836669922,0.8112865686416626,0.7308991551399231,0.7965995073318481,0.7539021372795105,0.5165361166000366,0.8389278650283813,0.6345055103302002,0.8713834285736084,0.549160897731781,0.9138492941856384,0.5088517069816589,0.9897192120552064,0.4842510223388672,0.6558519005775452,0.803376317024231,0.7443475127220154,0.2510837912559509,0.6157099008560181,0.1892473548650741,0.90390545129776,0.4331494867801666,1.1230556964874268,0.7555158734321594,1.0604277849197388,0.948922872543335,0.8088831305503845,18.33832359313965,-1.700918674468994,6.450099945068359,37.1148567199707,99.3979949951172,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
user_31/IMG_20210924_234509.jpg,99.9999313354492,Relaxed,0,0.4936290383338928,0.4411693811416626,0.2388585954904556,0.5617496967315674,35,43,91.43672943115234,98.85807800292967,99.58914184570312,99.9658203125,76.93206024169922,92.29290771484376,99.94979095458984,72.42469787597656,0.3510737717151642,0.742111086845398,0.5820285081863403,0.7431826591491699,0.3645415008068084,0.9391467571258544,0.5559266805648804,0.93960839509964,0.4532999098300934,0.8202208876609802,0.2712874412536621,0.704575777053833,0.3975294828414917,0.6744899153709412,0.3325814604759216,0.6686104536056519,0.5305695533752441,0.6749852299690247,0.6737050414085388,0.706803023815155,0.6004295349121094,0.6699535250663757,0.3113836944103241,0.7442635297775269,0.3971152603626251,0.7439338564872742,0.3501104116439819,0.7307252287864685,0.3522366285324096,0.7503491044044495,0.5367384552955627,0.7446317076683044,0.6244624257087708,0.745846152305603,0.582161009311676,0.7317883372306824,0.5808810591697693,0.751444399356842,0.4160802960395813,0.8569644093513489,0.5018086433410645,0.8574793934822083,0.4567119479179382,0.901265263557434,0.4568915665149688,0.963699996471405,0.3510737717151642,0.742111086845398,0.5820285081863403,0.7431826591491699,0.2314082533121109,0.7838321328163147,0.2706513404846191,0.9894895553588868,0.4590281248092651,1.0760263204574585,0.6823967695236206,0.992929458618164,0.7381497025489807,0.7872045636177063,-0.409913569688797,-3.949936628341675,15.33709716796875,55.47486114501953,86.86019134521484,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
user_31/IMG_20210924_234510.jpg,99.9999389648437,Relaxed,0,0.49402916431427,0.4319741725921631,0.1627319604158401,0.5699958205223083,34,42,95.00338745117188,98.9432601928711,99.23751068115234,99.96839904785156,68.3670425415039,88.53005981445312,99.94328308105467,74.71949768066406,0.2785457968711853,0.7551258206367493,0.5135912895202637,0.7526318430900574,0.2938448190689087,0.9486258029937744,0.488555908203125,0.9460936188697816,0.3829895555973053,0.8260509371757507,0.1975042968988418,0.720228910446167,0.3253272175788879,0.6858792304992676,0.2593643963336944,0.6817377209663391,0.4604328274726867,0.6844494342803955,0.6064308285713196,0.7165578007698059,0.5313736796379089,0.6792178750038147,0.2383997440338134,0.7582542896270752,0.3254859149456024,0.7561042904853821,0.2775582671165466,0.7436124682426453,0.2799370586872101,0.7631035447120667,0.4675285518169403,0.7546800374984741,0.5567286610603333,0.7551159858703613,0.5135654807090759,0.7411515116691589,0.5124505758285522,0.7607261538505554,0.3460187911987304,0.8655202388763428,0.4329448342323303,0.8648295402526855,0.3875557482242584,0.908263623714447,0.3884031474590301,0.970391809940338,0.2785457968711853,0.7551258206367493,0.5135912895202637,0.7526318430900574,0.1582914292812347,0.8035076856613159,0.200483351945877,1.0055196285247805,0.3919031918048858,1.083301663398743,0.6179484128952026,1.0033329725265503,0.6727355122566223,0.7997284531593323,-1.724827766418457,-2.718508720397949,16.283538818359375,51.44700241088867,96.61495208740234,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
